county_fips,year,month,outage_occurrence,outage_duration_mean,severe_weather_count,severe_weather_share,outage_mean_customers_mean,outage_max_customers_mean,county_name,year_centered,days_in_month,log_days,log_outage_occurrence,log_outage_duration_mean,log_outage_mean_customers
36081,2022,3,25.0,0.82,0.0,0.0,541.7375613275613,560.28,Queens,3.5,31,3.4339872044851463,3.258096538021482,0.598836501088704,6.296625890628554
36081,2022,4,17.0,1.0588235294117647,2.0,0.11764705882352941,343.50756302521006,371.94117647058823,Queens,3.5,30,3.4011973816621555,2.8903717578961645,0.7221347174331976,5.842116043841792
36081,2022,5,17.0,0.8529411764705882,0.0,0.0,333.9343137254902,337.11764705882354,Queens,3.5,31,3.4339872044851463,2.8903717578961645,0.6167742017753712,5.813934434167805
36081,2022,6,29.0,2.3448275862068964,0.0,0.0,289.4597239082026,341.41379310344826,Queens,3.5,30,3.4011973816621555,3.4011973816621555,1.2074151485169087,5.671464922646267
36081,2022,7,36.0,1.9305555555555556,0.0,0.0,516.0409854335435,631.5833333333334,Queens,3.5,31,3.4339872044851463,3.6109179126442243,1.0751920144600111,6.248122146866377
36081,2022,8,28.0,2.5982142857142856,0.0,0.0,411.5816305150023,594.6785714285714,Queens,3.5,31,3.4339872044851463,3.367295829986474,1.2804376906515884,6.022434078354247
36081,2022,9,13.0,1.3846153846153846,0.0,0.0,483.1929487179487,575.3846153846154,Queens,3.5,30,3.4011973816621555,2.6390573296152584,0.8690378470236095,6.1824834816510155
36081,2022,10,28.0,1.2857142857142858,0.0,0.0,417.4109887136673,440.35714285714283,Queens,3.5,31,3.4339872044851463,3.367295829986474,0.826678573184468,6.036464176061822
36081,2022,11,21.0,2.4642857142857144,0.0,0.0,646.1963447367251,845.2380952380952,Queens,3.5,30,3.4011973816621555,3.091042453358316,1.242506468328179,6.4726497179173395
36081,2022,12,29.0,2.0344827586206895,1.0,0.034482758620689655,513.6007183908046,686.2758620689655,Queens,3.5,31,3.4339872044851463,3.4011973816621555,1.1100409844917325,6.243391295864556
36081,2023,1,14.0,1.0178571428571428,0.0,0.0,481.67302102659244,509.57142857142856,Queens,4.5,31,3.4339872044851463,2.70805020110221,0.7020361279771913,6.179339449301236
36081,2023,2,22.0,1.1477272727272727,0.0,0.0,725.0934388528138,756.0,Queens,4.5,28,3.332204510175204,3.1354942159291497,0.7644102005814359,6.5876787101972045
36081,2023,3,10.0,2.0,1.0,0.1,552.2622222222222,640.6,Queens,4.5,31,3.4339872044851463,2.3978952727983707,1.0986122886681098,6.315832070367615
36081,2023,4,17.0,1.1323529411764706,0.0,0.0,523.2739630467572,557.9411764705883,Queens,4.5,30,3.4011973816621555,2.8903717578961645,0.7572260372444677,6.262014377934834
36081,2023,5,19.0,0.5263157894736842,0.0,0.0,425.781328320802,436.2105263157895,Queens,4.5,31,3.4339872044851463,2.995732273553991,0.42285685082003355,6.056271770393777
36081,2023,6,7.0,1.6071428571428572,0.0,0.0,423.98506069094304,459.14285714285717,Queens,4.5,30,3.4011973816621555,2.0794415416798357,0.9582549309731873,6.052054016991167
36081,2023,7,25.0,2.01,0.0,0.0,500.8981629381371,595.44,Queens,4.5,31,3.4339872044851463,3.258096538021482,1.1019400787607843,6.21839723643928
36081,2023,8,21.0,2.130952380952381,0.0,0.0,497.3224537037037,559.3809523809524,Queens,4.5,31,3.4339872044851463,3.091042453358316,1.141337233334451,6.211247364885653
36081,2023,9,17.0,4.397058823529412,0.0,0.0,453.3358008372869,692.8235294117648,Queens,4.5,30,3.4011973816621555,2.8903717578961645,1.6858541428784637,6.11883657405686
36081,2023,10,8.0,1.03125,0.0,0.0,327.9744047619048,355.875,Queens,4.5,31,3.4339872044851463,2.1972245773362196,0.7086513670959106,5.795979950662745
36081,2023,11,3.0,1.25,0.0,0.0,331.3333333333333,352.0,Queens,4.5,30,3.4011973816621555,1.3862943611198906,0.8109302162163288,5.806138481293728
36081,2023,12,16.0,2.84375,0.0,0.0,532.6510397588523,866.375,Queens,4.5,31,3.4339872044851463,2.833213344056216,1.346448452572691,6.279742141749066
36085,2014,1,0.0,,0.0,0.0,,,Staten Island,-4.5,31,3.4339872044851463,0.0,,
36085,2014,2,0.0,,0.0,0.0,,,Staten Island,-4.5,28,3.332204510175204,0.0,,
36085,2014,3,0.0,,0.0,0.0,,,Staten Island,-4.5,31,3.4339872044851463,0.0,,
36085,2014,4,0.0,,0.0,0.0,,,Staten Island,-4.5,30,3.4011973816621555,0.0,,
36085,2014,5,0.0,,0.0,0.0,,,Staten Island,-4.5,31,3.4339872044851463,0.0,,
36085,2014,6,0.0,,0.0,0.0,,,Staten Island,-4.5,30,3.4011973816621555,0.0,,
36085,2014,7,0.0,,0.0,0.0,,,Staten Island,-4.5,31,3.4339872044851463,0.0,,
36085,2014,8,0.0,,0.0,0.0,,,Staten Island,-4.5,31,3.4339872044851463,0.0,,
36085,2014,9,0.0,,0.0,0.0,,,Staten Island,-4.5,30,3.4011973816621555,0.0,,
36085,2014,10,0.0,,0.0,0.0,,,Staten Island,-4.5,31,3.4339872044851463,0.0,,
36085,2014,11,1.0,1.5,0.0,0.0,1341.1666666666667,1343.0,Staten Island,-4.5,30,3.4011973816621555,0.6931471805599453,0.9162907318741551,7.20204050256749
