state,county,tract_fips,county_fips,cvi_overall,cvi_baseline_all,cvi_baseline_health,cvi_baseline_social_econ,cvi_baseline_infra,cvi_baseline_env,cvi_climate_all,cvi_climate_health,cvi_climate_social_econ,cvi_climate_extreme_events,outage_rows_2014,outage_rows_2015,outage_rows_2016,outage_rows_2017,outage_rows_2018,outage_rows_2019,outage_rows_2020,outage_rows_2021,outage_rows_2022,outage_rows_2023,outage_unique_events_2014,outage_unique_events_2015,outage_unique_events_2016,outage_unique_events_2017,outage_unique_events_2018,outage_unique_events_2019,outage_unique_events_2020,outage_unique_events_2021,outage_unique_events_2022,outage_unique_events_2023,outage_rows_2014_2023,outage_unique_events_2014_2023
NY,Bronx,36005013000,36005,0.511950975435941,0.555792232319192,0.486383045596709,0.534183007605792,0.489443963150938,0.713158912923332,0.453495966258273,0.576068325264465,0.395376884051632,0.389042689458723,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005013100,36005,0.553167952572931,0.66595022370226,0.664754975443724,0.805253897270941,0.580801019220377,0.612991002874,0.40279159106716,0.488414628147322,0.421024561075635,0.298935583978521,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005013200,36005,0.525208014184102,0.505416591236521,0.370756155632947,0.564422904765638,0.546239490892155,0.540247813655346,0.551596578114209,0.562923943403298,0.532725828127774,0.559139962811554,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005013300,36005,0.578778122479948,0.720992183742869,0.668127807916221,0.877796526360664,0.653303356344727,0.684741044349865,0.389159374129387,0.45281628405423,0.41572625435541,0.298935583978521,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005013500,36005,0.554175116841146,0.682579751335734,0.688525742660864,0.810104770520646,0.62129967477295,0.610388817388477,0.382968937515028,0.446379110721492,0.40359211784507,0.298935583978521,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005013800,36005,0.586171735914068,0.624407132807343,0.517179177971488,0.690702683728327,0.611362971230639,0.67838369829892,0.535191206723033,0.557299699402747,0.48803477194023,0.560239148826121,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005014100,36005,0.562041998481123,0.670224461542263,0.650256416446757,0.834131470812081,0.58296772446167,0.613542234448544,0.417798714399602,0.472725655382506,0.400408061584773,0.380262426231527,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005014300,36005,0.577693397019169,0.709666907073286,0.755303815755975,0.753988112034079,0.616745165578458,0.712630534924631,0.401728716947013,0.436277401967406,0.388035147666531,0.380873601207101,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005014400,36005,0.633253873638387,0.746635635412475,0.718186655687167,0.898276412009206,0.677747952918266,0.692331521035258,0.482078191272937,0.531395731797137,0.475590372109372,0.439248469912302,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005014500,36005,0.593382012289131,0.720759224382136,0.762710091424207,0.872328689769427,0.60748037589435,0.640517740440561,0.423545729498457,0.473011797135878,0.418099777785885,0.379525613573607,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
